user_id,behaviour_type,impulse_sensitivity,self_control_factor,base_spend_mean,base_txn_probability
3849,Disciplined,0.411,0.772,686.16,0.4
3850,Disciplined,0.443,0.654,715.83,0.4
3851,Salary_Splurger,0.671,0.435,952.86,0.5
3852,Disciplined,0.376,0.676,763.06,0.4
3853,Disciplined,0.453,0.615,842.92,0.4
3854,Weekend_Impulse,0.637,0.559,921.25,0.5
3855,Weekend_Impulse,0.609,0.521,744.01,0.5
3856,Disciplined,0.433,0.768,940.92,0.4
3857,Disciplined,0.408,0.772,823.24,0.4
3858,Disciplined,0.415,0.776,850.12,0.4
3859,Emotional_Night,0.896,0.245,210.01,0.6
3860,Disciplined,0.329,0.761,625.57,0.4
3861,Disciplined,0.313,0.692,842.18,0.4
3862,Weekend_Impulse,0.56,0.489,1165.85,0.5
3863,Disciplined,0.319,0.748,759.87,0.4
3864,Weekend_Impulse,0.535,0.573,891.77,0.5
3865,Emotional_Night,0.813,0.236,250.91,0.6
3866,Salary_Splurger,0.699,0.502,1050.72,0.5
3867,Disciplined,0.352,0.772,734.59,0.4
3868,Disciplined,0.312,0.606,805.63,0.4
3869,Emotional_Night,0.837,0.288,759.19,0.6
3870,Salary_Splurger,0.728,0.45,1578.31,0.5
3871,Weekend_Impulse,0.52,0.468,913.85,0.5
3872,Emotional_Night,0.841,0.377,706.71,0.6
3873,Disciplined,0.477,0.763,557.88,0.4
3874,Weekend_Impulse,0.674,0.429,753.88,0.5
3875,Disciplined,0.423,0.649,822.57,0.4
3876,Disciplined,0.423,0.75,801.81,0.4
3877,Disciplined,0.443,0.719,964.3,0.4
3878,Emotional_Night,0.73,0.313,5.96,0.6
3879,Weekend_Impulse,0.693,0.5,1070.98,0.5
3880,Weekend_Impulse,0.581,0.469,1146.6,0.5
3881,Salary_Splurger,0.735,0.551,1558.06,0.5
3882,Salary_Splurger,0.644,0.32,1648.81,0.5
3883,Disciplined,0.306,0.771,907.97,0.4
3884,Weekend_Impulse,0.569,0.561,1079.55,0.5
3885,Disciplined,0.332,0.733,810.01,0.4
3886,Salary_Splurger,0.67,0.334,1738.07,0.5
3887,Salary_Splurger,0.65,0.309,1266.24,0.5
3888,Salary_Splurger,0.561,0.428,1556.99,0.5
3889,Weekend_Impulse,0.564,0.539,1106.2,0.5
3890,Disciplined,0.39,0.75,659.74,0.4
3891,Emotional_Night,0.817,0.241,223.88,0.6
3892,Weekend_Impulse,0.565,0.413,1087.18,0.5
3893,Salary_Splurger,0.796,0.477,1004.09,0.5
3894,Salary_Splurger,0.703,0.424,1427.27,0.5
3895,Disciplined,0.325,0.792,884.58,0.4
3896,Disciplined,0.346,0.674,645.08,0.4
3897,Disciplined,0.471,0.714,820.31,0.4
3898,Disciplined,0.469,0.727,655.28,0.4
3899,Weekend_Impulse,0.582,0.418,656.36,0.5
3900,Disciplined,0.46,0.689,921.13,0.4
3901,Emotional_Night,0.89,0.423,897.88,0.6
3902,Weekend_Impulse,0.576,0.567,889.09,0.5
3903,Disciplined,0.334,0.664,814.75,0.4
3904,Weekend_Impulse,0.533,0.516,821.15,0.5
3905,Salary_Splurger,0.72,0.481,1320.1,0.5
3906,Disciplined,0.429,0.755,705.78,0.4
3907,Salary_Splurger,0.684,0.517,1043.15,0.5
3908,Emotional_Night,0.765,0.425,595.45,0.6
3909,Emotional_Night,0.873,0.219,575.81,0.6
3910,Emotional_Night,0.742,0.443,290.59,0.6
3911,Disciplined,0.393,0.622,823.93,0.4
3912,Weekend_Impulse,0.555,0.419,964.84,0.5
3913,Disciplined,0.432,0.767,916.31,0.4
3914,Disciplined,0.314,0.708,619.51,0.4
3915,Salary_Splurger,0.728,0.435,944.06,0.5
3916,Weekend_Impulse,0.523,0.55,1312.7,0.5
3917,Disciplined,0.369,0.663,765.27,0.4
3918,Disciplined,0.3,0.766,773.31,0.4
3919,Weekend_Impulse,0.619,0.526,556.87,0.5
3920,Emotional_Night,0.711,0.241,555.5,0.6
3921,Emotional_Night,0.762,0.207,732.83,0.6
3922,Weekend_Impulse,0.656,0.516,1148.76,0.5
3923,Weekend_Impulse,0.64,0.479,1295.69,0.5
3924,Salary_Splurger,0.597,0.328,832.68,0.5
3925,Weekend_Impulse,0.592,0.499,1192.91,0.5
3926,Disciplined,0.392,0.788,807.72,0.4
3927,Disciplined,0.447,0.683,748.85,0.4
3928,Salary_Splurger,0.658,0.321,1253.87,0.5
3929,Emotional_Night,0.801,0.224,657.16,0.6
3930,Disciplined,0.491,0.647,897.21,0.4
3931,Emotional_Night,0.744,0.422,737.75,0.6
3932,Disciplined,0.396,0.721,927.05,0.4
3933,Disciplined,0.402,0.709,882.76,0.4
3934,Weekend_Impulse,0.589,0.57,1225.58,0.5
3935,Emotional_Night,0.793,0.219,745.23,0.6
3936,Disciplined,0.306,0.687,757.28,0.4
3937,Disciplined,0.4,0.734,822.25,0.4
3938,Weekend_Impulse,0.671,0.564,1110.48,0.5
3939,Weekend_Impulse,0.621,0.52,1011.47,0.5
3940,Weekend_Impulse,0.553,0.404,1201.27,0.5
3941,Emotional_Night,0.759,0.469,852.04,0.6
3942,Disciplined,0.43,0.645,655.66,0.4
3943,Disciplined,0.462,0.724,742.44,0.4
3944,Disciplined,0.46,0.646,779.51,0.4
3945,Disciplined,0.314,0.706,625.53,0.4
3946,Salary_Splurger,0.777,0.435,1401.06,0.5
3947,Weekend_Impulse,0.518,0.535,1097.08,0.5
3948,Disciplined,0.356,0.733,689.08,0.4
3949,Salary_Splurger,0.583,0.562,2196.12,0.5
3950,Weekend_Impulse,0.537,0.456,883.23,0.5
3951,Emotional_Night,0.748,0.351,336.52,0.6
3952,Weekend_Impulse,0.616,0.479,1118.23,0.5
3953,Weekend_Impulse,0.674,0.442,1123.75,0.5
3954,Weekend_Impulse,0.524,0.468,892.06,0.5
3955,Weekend_Impulse,0.55,0.469,1022.14,0.5
3956,Weekend_Impulse,0.632,0.536,870.48,0.5
3957,Emotional_Night,0.824,0.283,81.18,0.6
3958,Salary_Splurger,0.792,0.334,1754.81,0.5
3959,Disciplined,0.35,0.735,906.0,0.4
3960,Weekend_Impulse,0.616,0.412,863.53,0.5
3961,Disciplined,0.43,0.794,852.49,0.4
3962,Disciplined,0.334,0.751,786.88,0.4
3963,Salary_Splurger,0.529,0.429,1549.49,0.5
3964,Weekend_Impulse,0.555,0.591,1043.89,0.5
3965,Disciplined,0.488,0.698,801.73,0.4
3966,Salary_Splurger,0.721,0.551,1551.54,0.5
3967,Disciplined,0.347,0.616,631.25,0.4
3968,Disciplined,0.336,0.754,939.11,0.4
3969,Emotional_Night,0.817,0.355,641.0,0.6
3970,Disciplined,0.392,0.715,802.97,0.4
3971,Disciplined,0.312,0.725,859.01,0.4
3972,Weekend_Impulse,0.694,0.462,1185.01,0.5
3973,Disciplined,0.349,0.644,840.59,0.4
3974,Disciplined,0.342,0.664,753.52,0.4
3975,Weekend_Impulse,0.545,0.52,678.25,0.5
3976,Disciplined,0.306,0.777,776.15,0.4
3977,Salary_Splurger,0.675,0.342,1753.57,0.5
3978,Disciplined,0.447,0.724,735.84,0.4
3979,Weekend_Impulse,0.651,0.592,696.33,0.5
3980,Weekend_Impulse,0.689,0.437,1403.5,0.5
3981,Disciplined,0.499,0.636,835.33,0.4
3982,Weekend_Impulse,0.624,0.582,1145.48,0.5
3983,Weekend_Impulse,0.65,0.52,1126.17,0.5
3984,Disciplined,0.454,0.624,744.65,0.4
3985,Disciplined,0.461,0.764,842.76,0.4
3986,Salary_Splurger,0.79,0.384,1458.84,0.5
3987,Salary_Splurger,0.646,0.38,1719.7,0.5
3988,Salary_Splurger,0.667,0.558,1583.67,0.5
3989,Salary_Splurger,0.775,0.527,1937.89,0.5
3990,Disciplined,0.414,0.656,686.1,0.4
3991,Disciplined,0.406,0.646,807.21,0.4
3992,Disciplined,0.447,0.664,599.34,0.4
3993,Disciplined,0.411,0.627,743.3,0.4
3994,Emotional_Night,0.723,0.286,951.76,0.6
3995,Disciplined,0.448,0.708,764.77,0.4
3996,Disciplined,0.406,0.799,919.27,0.4
3997,Disciplined,0.316,0.728,663.63,0.4
3998,Disciplined,0.499,0.641,820.85,0.4
3999,Weekend_Impulse,0.544,0.483,1030.06,0.5
4000,Weekend_Impulse,0.529,0.535,1494.14,0.5
4001,Disciplined,0.41,0.758,825.31,0.4
4002,Emotional_Night,0.751,0.326,965.07,0.6
4003,Disciplined,0.418,0.622,801.09,0.4
4004,Emotional_Night,0.812,0.29,342.59,0.6
4005,Disciplined,0.365,0.694,707.5,0.4
4006,Weekend_Impulse,0.518,0.555,899.62,0.5
4007,Disciplined,0.303,0.775,750.43,0.4
4008,Weekend_Impulse,0.537,0.426,1179.98,0.5
4009,Emotional_Night,0.748,0.492,503.6,0.6
4010,Salary_Splurger,0.78,0.501,1474.78,0.5
4011,Weekend_Impulse,0.501,0.52,1040.93,0.5
4012,Weekend_Impulse,0.603,0.435,834.89,0.5
4013,Emotional_Night,0.754,0.32,431.88,0.6
4014,Emotional_Night,0.881,0.211,511.21,0.6
4015,Disciplined,0.376,0.629,782.66,0.4
4016,Weekend_Impulse,0.541,0.593,1044.55,0.5
4017,Disciplined,0.359,0.74,1016.84,0.4
4018,Disciplined,0.475,0.632,879.25,0.4
4019,Disciplined,0.485,0.791,936.93,0.4
4020,Weekend_Impulse,0.594,0.41,1042.48,0.5
4021,Disciplined,0.438,0.743,726.66,0.4
4022,Disciplined,0.303,0.751,705.56,0.4
4023,Weekend_Impulse,0.521,0.522,1286.65,0.5
4024,Weekend_Impulse,0.51,0.433,1115.68,0.5
4025,Salary_Splurger,0.781,0.539,2322.37,0.5
4026,Emotional_Night,0.876,0.354,1183.71,0.6
4027,Weekend_Impulse,0.687,0.594,963.54,0.5
4028,Disciplined,0.31,0.633,718.71,0.4
4029,Weekend_Impulse,0.677,0.599,683.19,0.5
4030,Salary_Splurger,0.544,0.545,1403.72,0.5
4031,Weekend_Impulse,0.645,0.445,702.79,0.5
4032,Weekend_Impulse,0.549,0.544,1194.79,0.5
4033,Weekend_Impulse,0.654,0.439,1284.77,0.5
4034,Emotional_Night,0.794,0.321,88.25,0.6
4035,Salary_Splurger,0.677,0.36,1587.16,0.5
4036,Disciplined,0.491,0.703,993.93,0.4
4037,Disciplined,0.342,0.722,848.35,0.4
4038,Weekend_Impulse,0.673,0.456,1150.89,0.5
4039,Emotional_Night,0.79,0.442,91.51,0.6
4040,Emotional_Night,0.854,0.372,516.75,0.6
4041,Salary_Splurger,0.618,0.384,1207.08,0.5
4042,Disciplined,0.382,0.605,811.1,0.4
4043,Weekend_Impulse,0.656,0.446,797.37,0.5
4044,Disciplined,0.403,0.678,798.75,0.4
4045,Weekend_Impulse,0.554,0.403,1004.21,0.5
4046,Weekend_Impulse,0.583,0.417,1101.4,0.5
4047,Salary_Splurger,0.511,0.322,2299.52,0.5
4048,Weekend_Impulse,0.527,0.502,1004.2,0.5
4049,Weekend_Impulse,0.579,0.405,717.23,0.5
4050,Disciplined,0.448,0.674,872.68,0.4
4051,Disciplined,0.307,0.719,807.27,0.4
4052,Weekend_Impulse,0.602,0.571,588.57,0.5
4053,Salary_Splurger,0.631,0.322,940.8,0.5
4054,Weekend_Impulse,0.699,0.489,744.2,0.5
4055,Disciplined,0.402,0.736,870.12,0.4
4056,Disciplined,0.485,0.728,592.77,0.4
4057,Emotional_Night,0.721,0.344,470.71,0.6
4058,Weekend_Impulse,0.51,0.469,1178.18,0.5
4059,Disciplined,0.448,0.705,833.63,0.4
4060,Emotional_Night,0.83,0.237,618.77,0.6
4061,Salary_Splurger,0.605,0.523,1647.8,0.5
4062,Salary_Splurger,0.503,0.329,1241.03,0.5
4063,Weekend_Impulse,0.561,0.402,904.61,0.5
4064,Emotional_Night,0.777,0.254,205.15,0.6
4065,Weekend_Impulse,0.604,0.577,1105.36,0.5
4066,Disciplined,0.49,0.664,809.37,0.4
4067,Disciplined,0.425,0.715,923.59,0.4
4068,Emotional_Night,0.868,0.497,715.66,0.6
4069,Disciplined,0.429,0.627,668.93,0.4
4070,Weekend_Impulse,0.551,0.402,953.84,0.5
4071,Weekend_Impulse,0.589,0.538,859.75,0.5
4072,Salary_Splurger,0.703,0.56,1502.2,0.5
4073,Disciplined,0.333,0.634,750.37,0.4
4074,Weekend_Impulse,0.592,0.51,1178.75,0.5
4075,Disciplined,0.327,0.632,788.44,0.4
4076,Weekend_Impulse,0.588,0.452,779.93,0.5
4077,Salary_Splurger,0.516,0.455,2260.56,0.5
4078,Weekend_Impulse,0.508,0.457,845.06,0.5
4079,Emotional_Night,0.749,0.397,498.86,0.6
4080,Disciplined,0.389,0.728,835.55,0.4
4081,Salary_Splurger,0.636,0.344,917.48,0.5
4082,Disciplined,0.328,0.641,745.18,0.4
4083,Emotional_Night,0.771,0.415,318.61,0.6
4084,Salary_Splurger,0.764,0.333,1539.63,0.5
4085,Disciplined,0.486,0.707,902.91,0.4
4086,Disciplined,0.436,0.675,689.54,0.4
4087,Weekend_Impulse,0.61,0.594,922.53,0.5
4088,Salary_Splurger,0.578,0.473,1238.57,0.5
4089,Disciplined,0.322,0.666,880.98,0.4
4090,Weekend_Impulse,0.629,0.502,1163.82,0.5
4091,Weekend_Impulse,0.691,0.566,819.33,0.5
4092,Weekend_Impulse,0.634,0.49,931.95,0.5
4093,Weekend_Impulse,0.65,0.509,521.39,0.5
4094,Weekend_Impulse,0.675,0.594,788.87,0.5
4095,Emotional_Night,0.839,0.299,869.02,0.6
4096,Emotional_Night,0.73,0.457,411.43,0.6
4097,Salary_Splurger,0.59,0.318,1897.55,0.5
4098,Salary_Splurger,0.683,0.453,1779.37,0.5
4099,Disciplined,0.444,0.696,758.26,0.4
4100,Emotional_Night,0.724,0.305,15.78,0.6
4101,Disciplined,0.487,0.69,814.05,0.4
4102,Weekend_Impulse,0.555,0.499,888.66,0.5
4103,Emotional_Night,0.854,0.47,366.42,0.6
4104,Disciplined,0.307,0.659,1129.57,0.4
4105,Salary_Splurger,0.759,0.479,1501.59,0.5
4106,Weekend_Impulse,0.511,0.552,850.21,0.5
4107,Salary_Splurger,0.605,0.388,1026.74,0.5
4108,Emotional_Night,0.716,0.427,964.0,0.6
4109,Emotional_Night,0.726,0.277,431.03,0.6
4110,Emotional_Night,0.759,0.33,70.42,0.6
4111,Disciplined,0.396,0.661,827.59,0.4
4112,Salary_Splurger,0.747,0.549,1593.11,0.5
4113,Salary_Splurger,0.586,0.348,1846.59,0.5
4114,Disciplined,0.31,0.715,707.23,0.4
4115,Disciplined,0.38,0.678,652.78,0.4
4116,Disciplined,0.379,0.752,950.74,0.4
4117,Salary_Splurger,0.533,0.569,2405.58,0.5
4118,Salary_Splurger,0.763,0.589,1842.54,0.5
4119,Emotional_Night,0.857,0.485,908.31,0.6
4120,Weekend_Impulse,0.614,0.575,937.71,0.5
4121,Disciplined,0.308,0.678,807.04,0.4
4122,Disciplined,0.307,0.64,843.59,0.4
4123,Emotional_Night,0.82,0.428,698.2,0.6
4124,Emotional_Night,0.876,0.464,369.57,0.6
4125,Emotional_Night,0.727,0.242,770.23,0.6
4126,Weekend_Impulse,0.69,0.429,1002.13,0.5
4127,Disciplined,0.409,0.632,783.65,0.4
4128,Emotional_Night,0.796,0.395,348.95,0.6
4129,Weekend_Impulse,0.591,0.578,1046.55,0.5
4130,Salary_Splurger,0.675,0.57,1349.2,0.5
4131,Salary_Splurger,0.771,0.523,1411.22,0.5
4132,Salary_Splurger,0.61,0.372,1872.37,0.5
4133,Emotional_Night,0.782,0.272,513.67,0.6
4134,Emotional_Night,0.807,0.35,856.63,0.6
4135,Disciplined,0.421,0.683,958.3,0.4
4136,Disciplined,0.407,0.657,804.55,0.4
4137,Disciplined,0.365,0.755,774.39,0.4
4138,Emotional_Night,0.704,0.365,809.53,0.6
4139,Salary_Splurger,0.79,0.465,1375.28,0.5
4140,Disciplined,0.42,0.646,789.36,0.4
4141,Emotional_Night,0.731,0.314,831.68,0.6
4142,Emotional_Night,0.858,0.242,991.36,0.6
4143,Disciplined,0.341,0.765,751.35,0.4
4144,Weekend_Impulse,0.679,0.457,786.24,0.5
4145,Disciplined,0.348,0.769,800.32,0.4
4146,Weekend_Impulse,0.508,0.547,961.46,0.5
4147,Weekend_Impulse,0.645,0.56,1450.35,0.5
4148,Weekend_Impulse,0.664,0.563,954.26,0.5
4149,Disciplined,0.347,0.771,850.7,0.4
4150,Emotional_Night,0.756,0.206,764.11,0.6
4151,Disciplined,0.353,0.666,802.81,0.4
4152,Disciplined,0.386,0.728,932.32,0.4
4153,Weekend_Impulse,0.559,0.463,858.17,0.5
4154,Salary_Splurger,0.62,0.431,819.81,0.5
4155,Weekend_Impulse,0.661,0.436,610.83,0.5
4156,Emotional_Night,0.765,0.235,653.73,0.6
4157,Salary_Splurger,0.526,0.449,1250.29,0.5
4158,Weekend_Impulse,0.512,0.575,702.88,0.5
4159,Disciplined,0.481,0.684,947.96,0.4
4160,Disciplined,0.464,0.736,731.53,0.4
4161,Weekend_Impulse,0.531,0.561,1315.33,0.5
4162,Salary_Splurger,0.73,0.542,1501.44,0.5
4163,Disciplined,0.39,0.703,784.31,0.4
4164,Weekend_Impulse,0.665,0.556,1328.39,0.5
4165,Disciplined,0.331,0.695,815.23,0.4
4166,Salary_Splurger,0.765,0.505,1164.61,0.5
4167,Disciplined,0.312,0.778,947.56,0.4
4168,Disciplined,0.49,0.664,944.97,0.4
4169,Weekend_Impulse,0.543,0.571,1249.29,0.5
4170,Salary_Splurger,0.591,0.587,1859.61,0.5
4171,Weekend_Impulse,0.563,0.452,946.81,0.5
4172,Disciplined,0.351,0.767,791.96,0.4
4173,Disciplined,0.467,0.646,800.99,0.4
4174,Disciplined,0.438,0.745,757.04,0.4
4175,Weekend_Impulse,0.679,0.572,1011.09,0.5
4176,Salary_Splurger,0.628,0.525,724.66,0.5
4177,Disciplined,0.498,0.628,962.64,0.4
4178,Emotional_Night,0.792,0.493,810.24,0.6
4179,Disciplined,0.312,0.786,804.73,0.4
4180,Weekend_Impulse,0.536,0.431,969.72,0.5
4181,Disciplined,0.314,0.764,785.56,0.4
4182,Salary_Splurger,0.652,0.355,1901.75,0.5
4183,Disciplined,0.314,0.713,812.08,0.4
4184,Weekend_Impulse,0.691,0.558,1088.01,0.5
4185,Disciplined,0.448,0.689,779.84,0.4
4186,Salary_Splurger,0.548,0.368,1891.65,0.5
4187,Salary_Splurger,0.536,0.532,1776.77,0.5
4188,Disciplined,0.474,0.701,1051.9,0.4
4189,Weekend_Impulse,0.599,0.582,529.06,0.5
4190,Weekend_Impulse,0.514,0.592,1306.21,0.5
4191,Disciplined,0.316,0.791,730.22,0.4
4192,Weekend_Impulse,0.532,0.549,1158.86,0.5
4193,Disciplined,0.439,0.709,854.65,0.4
4194,Weekend_Impulse,0.631,0.444,1017.2,0.5
4195,Disciplined,0.42,0.726,828.61,0.4
4196,Disciplined,0.378,0.666,841.25,0.4
4197,Disciplined,0.363,0.79,829.32,0.4
4198,Weekend_Impulse,0.574,0.422,941.83,0.5
4199,Salary_Splurger,0.687,0.536,1669.06,0.5
4200,Disciplined,0.372,0.753,742.98,0.4
4201,Emotional_Night,0.825,0.493,663.74,0.6
4202,Weekend_Impulse,0.653,0.465,1139.13,0.5
4203,Salary_Splurger,0.663,0.478,1621.15,0.5
4204,Emotional_Night,0.839,0.335,332.58,0.6
4205,Disciplined,0.427,0.698,714.3,0.4
4206,Emotional_Night,0.711,0.212,277.11,0.6
4207,Weekend_Impulse,0.623,0.43,1154.95,0.5
4208,Salary_Splurger,0.746,0.576,1187.0,0.5
4209,Weekend_Impulse,0.551,0.533,823.81,0.5
4210,Salary_Splurger,0.638,0.388,1370.73,0.5
4211,Disciplined,0.322,0.626,675.11,0.4
4212,Disciplined,0.37,0.6,957.73,0.4
4213,Weekend_Impulse,0.636,0.516,1548.62,0.5
4214,Disciplined,0.33,0.707,951.06,0.4
4215,Disciplined,0.383,0.752,708.81,0.4
4216,Emotional_Night,0.837,0.315,543.93,0.6
4217,Disciplined,0.403,0.751,880.56,0.4
4218,Disciplined,0.393,0.641,1053.51,0.4
4219,Emotional_Night,0.854,0.366,181.54,0.6
4220,Weekend_Impulse,0.569,0.469,1123.22,0.5
4221,Weekend_Impulse,0.581,0.42,1293.99,0.5
4222,Weekend_Impulse,0.532,0.516,1091.01,0.5
4223,Disciplined,0.46,0.724,808.19,0.4
4224,Salary_Splurger,0.579,0.548,1482.5,0.5
4225,Emotional_Night,0.758,0.346,535.9,0.6
4226,Disciplined,0.46,0.793,801.14,0.4
4227,Weekend_Impulse,0.566,0.575,1037.52,0.5
4228,Disciplined,0.368,0.753,918.61,0.4
4229,Weekend_Impulse,0.662,0.425,1048.22,0.5
4230,Weekend_Impulse,0.678,0.46,1063.56,0.5
4231,Disciplined,0.451,0.738,752.65,0.4
4232,Salary_Splurger,0.611,0.365,2216.29,0.5
4233,Disciplined,0.335,0.69,688.79,0.4
4234,Disciplined,0.468,0.699,632.49,0.4
4235,Salary_Splurger,0.662,0.345,1353.66,0.5
4236,Weekend_Impulse,0.693,0.565,1202.34,0.5
4237,Salary_Splurger,0.607,0.326,1992.8,0.5
4238,Disciplined,0.424,0.655,841.52,0.4
4239,Disciplined,0.345,0.768,808.82,0.4
4240,Disciplined,0.399,0.679,745.77,0.4
4241,Emotional_Night,0.728,0.44,811.18,0.6
4242,Disciplined,0.364,0.722,780.51,0.4
4243,Weekend_Impulse,0.55,0.552,1117.55,0.5
4244,Weekend_Impulse,0.611,0.553,1429.72,0.5
4245,Salary_Splurger,0.583,0.341,1969.29,0.5
4246,Emotional_Night,0.866,0.285,347.35,0.6
4247,Disciplined,0.35,0.616,763.45,0.4
4248,Emotional_Night,0.804,0.364,165.98,0.6
4249,Emotional_Night,0.795,0.412,819.19,0.6
4250,Disciplined,0.356,0.693,508.5,0.4
4251,Weekend_Impulse,0.659,0.489,1040.13,0.5
4252,Disciplined,0.409,0.698,931.22,0.4
4253,Emotional_Night,0.763,0.422,782.95,0.6
4254,Weekend_Impulse,0.584,0.51,793.69,0.5
4255,Disciplined,0.443,0.773,837.76,0.4
4256,Salary_Splurger,0.648,0.348,1782.0,0.5
4257,Weekend_Impulse,0.696,0.561,930.16,0.5
4258,Disciplined,0.306,0.707,863.81,0.4
4259,Weekend_Impulse,0.694,0.574,1357.81,0.5
4260,Disciplined,0.41,0.782,951.15,0.4
4261,Weekend_Impulse,0.546,0.527,983.57,0.5
4262,Weekend_Impulse,0.627,0.576,1151.89,0.5
4263,Weekend_Impulse,0.51,0.582,847.24,0.5
4264,Salary_Splurger,0.703,0.352,1757.37,0.5
4265,Weekend_Impulse,0.636,0.565,762.07,0.5
4266,Emotional_Night,0.832,0.393,1046.73,0.6
4267,Weekend_Impulse,0.681,0.413,818.81,0.5
4268,Salary_Splurger,0.601,0.576,1749.16,0.5
4269,Weekend_Impulse,0.646,0.491,1162.42,0.5
4270,Emotional_Night,0.855,0.402,199.32,0.6
4271,Weekend_Impulse,0.516,0.585,1101.25,0.5
4272,Emotional_Night,0.767,0.27,693.73,0.6
4273,Disciplined,0.361,0.73,730.53,0.4
4274,Weekend_Impulse,0.549,0.512,816.21,0.5
4275,Disciplined,0.455,0.608,779.17,0.4
4276,Disciplined,0.383,0.778,718.37,0.4
4277,Salary_Splurger,0.593,0.428,1419.48,0.5
4278,Disciplined,0.434,0.737,808.6,0.4
4279,Emotional_Night,0.888,0.237,871.38,0.6
4280,Salary_Splurger,0.619,0.562,1477.19,0.5
4281,Emotional_Night,0.892,0.418,1080.39,0.6
4282,Salary_Splurger,0.646,0.395,1760.56,0.5
4283,Disciplined,0.359,0.787,712.98,0.4
4284,Emotional_Night,0.777,0.28,947.67,0.6
4285,Disciplined,0.41,0.709,644.57,0.4
4286,Weekend_Impulse,0.565,0.447,1182.35,0.5
4287,Weekend_Impulse,0.548,0.597,1105.9,0.5
4288,Disciplined,0.369,0.683,826.34,0.4
4289,Weekend_Impulse,0.699,0.426,841.09,0.5
4290,Weekend_Impulse,0.598,0.537,800.11,0.5
4291,Salary_Splurger,0.638,0.36,830.54,0.5
4292,Disciplined,0.445,0.678,677.46,0.4
4293,Emotional_Night,0.894,0.345,681.12,0.6
4294,Salary_Splurger,0.64,0.311,1596.71,0.5
4295,Disciplined,0.369,0.749,759.3,0.4
4296,Disciplined,0.496,0.657,720.28,0.4
4297,Disciplined,0.361,0.695,777.95,0.4
4298,Salary_Splurger,0.768,0.583,1599.27,0.5
4299,Salary_Splurger,0.539,0.477,1514.0,0.5
4300,Disciplined,0.438,0.779,849.12,0.4
4301,Weekend_Impulse,0.685,0.563,872.09,0.5
4302,Emotional_Night,0.878,0.213,783.48,0.6
4303,Disciplined,0.48,0.657,632.05,0.4
4304,Weekend_Impulse,0.59,0.5,954.8,0.5
4305,Disciplined,0.388,0.61,853.7,0.4
4306,Emotional_Night,0.761,0.231,282.93,0.6
4307,Disciplined,0.356,0.743,778.41,0.4
4308,Salary_Splurger,0.703,0.525,1371.65,0.5
4309,Salary_Splurger,0.654,0.314,708.98,0.5
4310,Weekend_Impulse,0.61,0.489,822.75,0.5
4311,Disciplined,0.47,0.789,901.71,0.4
4312,Weekend_Impulse,0.512,0.538,1314.31,0.5
4313,Salary_Splurger,0.636,0.47,1350.33,0.5
4314,Disciplined,0.394,0.675,791.5,0.4
4315,Weekend_Impulse,0.659,0.5,751.04,0.5
4316,Weekend_Impulse,0.518,0.501,1131.13,0.5
4317,Emotional_Night,0.731,0.477,395.68,0.6
4318,Salary_Splurger,0.531,0.501,926.16,0.5
4319,Disciplined,0.376,0.705,786.81,0.4
4320,Weekend_Impulse,0.653,0.477,1150.34,0.5
4321,Disciplined,0.454,0.706,988.29,0.4
4322,Disciplined,0.387,0.616,830.95,0.4
4323,Emotional_Night,0.796,0.305,316.62,0.6
4324,Weekend_Impulse,0.609,0.586,783.21,0.5
4325,Disciplined,0.401,0.666,764.59,0.4
4326,Weekend_Impulse,0.581,0.585,486.98,0.5
4327,Weekend_Impulse,0.635,0.407,1065.34,0.5
4328,Disciplined,0.317,0.779,735.02,0.4
4329,Disciplined,0.344,0.656,901.78,0.4
4330,Disciplined,0.357,0.64,865.19,0.4
4331,Weekend_Impulse,0.605,0.485,832.96,0.5
4332,Salary_Splurger,0.531,0.36,1499.18,0.5
4333,Disciplined,0.416,0.643,702.49,0.4
4334,Disciplined,0.477,0.75,862.92,0.4
4335,Disciplined,0.499,0.776,935.87,0.4
4336,Disciplined,0.491,0.651,661.53,0.4
4337,Salary_Splurger,0.589,0.343,1208.97,0.5
4338,Emotional_Night,0.852,0.284,289.03,0.6
4339,Weekend_Impulse,0.622,0.477,1030.37,0.5
4340,Disciplined,0.491,0.638,828.01,0.4
4341,Emotional_Night,0.748,0.404,374.91,0.6
4342,Disciplined,0.415,0.66,893.66,0.4
4343,Weekend_Impulse,0.513,0.499,707.21,0.5
4344,Salary_Splurger,0.756,0.453,1554.64,0.5
4345,Disciplined,0.385,0.751,875.47,0.4
4346,Salary_Splurger,0.645,0.448,997.61,0.5
4347,Disciplined,0.317,0.686,729.73,0.4
4348,Disciplined,0.426,0.701,843.78,0.4
4349,Salary_Splurger,0.583,0.367,1646.7,0.5
4350,Disciplined,0.4,0.793,710.81,0.4
4351,Disciplined,0.363,0.622,821.22,0.4
4352,Disciplined,0.352,0.737,885.83,0.4
4353,Disciplined,0.372,0.722,680.03,0.4
4354,Emotional_Night,0.761,0.431,618.9,0.6
4355,Disciplined,0.398,0.734,728.19,0.4
4356,Salary_Splurger,0.701,0.548,1218.08,0.5
4357,Disciplined,0.343,0.662,955.91,0.4
4358,Weekend_Impulse,0.629,0.452,1123.71,0.5
4359,Disciplined,0.406,0.765,905.58,0.4
